row ID,agent_city,agent_firm_name,agent_state,case_number,case_received_date,case_status,class_of_admission,country_of_citizenship,decision_date,employer_address_1,employer_address_2,employer_city,employer_country,employer_decl_info_title,employer_name,employer_num_employees,employer_phone,employer_phone_ext,employer_postal_code,employer_state,employer_yr_estab,foreign_worker_info_alt_edu_experience,foreign_worker_info_birth_country,foreign_worker_info_city,foreign_worker_info_education,year,decision_year,decision_month
227405,saratoga,law office of jessie ho,ca,A-14310-23407,2014-11-20,Certified,F-1,INDIA,2015-05-08,202 montrose west ave,STE. 190,copley,UNITED STATES OF AMERICA,director of operations,realflex applications llc,25,3306687197,,44321,ohio,2008,A,INDIA,PITTSBURGH,Master's,2014,2015,5
48737,st. louis,stinson leonard street llp,mo,A-15175-90746,2015-06-29,Certified-Expired,H-1B,CANADA,2016-01-15,227 university hall,None,columbia,UNITED STATES OF AMERICA,controller,the curators of the university of missouri,24000,5738823211,,65211,mo,1839,,,COLUMBIA,Bachelor's,2015,2016,1
316982,pleasanton,"dana michael ritter, pc",ca,A-15050-52044,2015-03-05,Certified,H-1B,INDIA,2015-09-30,6601 koll center parkway,SUITE 132,pleasanton,UNITED STATES OF AMERICA,director,stratitude inc.,34,5107094201,,94566,california,2006,A,INDIA,FREMONT,Bachelor's,2015,2015,9
205351,san francisco,berry appleman & leiden llp,ca,A-16015-61797,2016-01-22,Certified,H-1B,INDIA,2016-05-20,500 oracle parkway,None,redwood shores,UNITED STATES OF AMERICA,senior immigration specialist,"oracle america, inc.",132000,6505067000,,94065,ca,1977,,,TOWN & CNTRY.,Bachelor's,2016,2016,5
305392,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-15174-90118,2015-10-05,Certified-Expired,H-1B,INDIA,2016-03-08,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,senior lead - immigration practice,infosys ltd.,19963,4692299400,,75024,tx,1981,,,BEAVERTON,Bachelor's,2015,2016,3
51119,,,,A-15323-41688,2015-11-20,Certified,H-1B,INDIA,2016-10-28,211 quality circle,None,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,tx,1994,,,WHITEHALL,Bachelor's,2015,2016,10
236798,san francisco,berry appleman & leiden llp,ca,A-16211-37312,2016-08-09,Certified,H-1B,INDIA,2016-11-03,500 oracle parkway,None,redwood shores,UNITED STATES OF AMERICA,senior immigration specialist,"oracle america, inc.",136000,6505067000,,94065,ca,1977,,,BURLINGTON,Master's,2016,2016,11
354260,houston,jackson walker l.l.p.,tx,A-14219-96356,2014-08-11,Certified-Expired,H-1B,CHINA,2015-01-26,1001 s. dairy ashford ste 500,,houston,UNITED STATES OF AMERICA,chief financial officer,"gtc technology us, llc",85,2815974884,,77077,texas,2002,A,CHINA,KATY,Bachelor's,2014,2015,1
133886,new york,,ny,A-13317-14718,2013-11-15,Denied,H-1B,INDIA,2015-06-01,3039 cornwallis road,BLDG. 002 /DEPT. 0O4A,rtp,UNITED STATES OF AMERICA,manager,ibm corporation,426751,9192547737,,27709,north carolina,1911,N,INDIA,MORRISVILLE,Master's,2013,2015,6
85075,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-16232-44263,2016-09-02,Certified,H-1B,INDIA,2016-11-16,702 southwest 8th st.,None,bentonville,UNITED STATES OF AMERICA,associate general counsel,"wal-mart associates, inc.",1400000,4792771440,,72716-0215,ar,1962,,,SAN JOSE,Bachelor's,2016,2016,11
98624,calabasas,"global immigration partners, inc.",ca,A-14091-57102,2014-06-25,Withdrawn,H-1B,INDIA,2015-01-14,110 commerce drive,SUITE 105,fayetteville,UNITED STATES OF AMERICA,president,"objects on net, inc.",18,4043175474,,30214,georgia,1996,A,INDIA,FAYETTEVILLE,Master's,2014,2015,1
234688,,,,A-13360-28277,2013-12-27,Certified-Expired,H-1B,INDIA,2015-03-31,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,N,INDIA,CHARLOTTE,Bachelor's,2013,2015,3
71869,atlanta,"fragomen, del rey, bernsen & loewy, llp",ga,A-14290-16826,2014-10-21,Certified-Expired,H-1B,INDIA,2015-03-13,9443 springboro pike,,miamisburg,UNITED STATES OF AMERICA,immigration compliance specialist,"reed elsevier, inc. (lexisnexis division)",1100,9378656800,,45342,ohio,1967,A,INDIA,MORRISVILLE,Bachelor's,2014,2015,3
21330,san diego,"fragomen, del rey, bernsen & loewy, llp",ca,A-14247-03872,2014-10-16,Certified-Expired,H-1B,INDIA,2015-03-10,5775 morehouse drive,,san diego,UNITED STATES OF AMERICA,immigration specialist - qualcomm hr,qualcomm technologies inc.,27800,8586511440,,92121,california,2011,N,INDIA,SAN DIEGO,Master's,2014,2015,3
274341,edison,"law office of thomas v. allen, pllc",nj,A-15098-65166,2015-04-09,Certified-Expired,H-1B,INDIA,2015-11-12,5 independence way,SUITE # 180,princeton,UNITED STATES OF AMERICA,manager-hr,"pamten, inc.",85,6096434228,123,8540,nj,2002,,,COLUMBUS,Bachelor's,2015,2015,11
4504,raleigh,"ogletree, deakins, nash, smoak & stewart, p.c.",nc,A-16263-53805,2016-09-23,Certified,H-1B,CHINA,2016-11-30,sas campus drive,None,cary,UNITED STATES OF AMERICA,immigration coordinator,sas institute inc.,7065,9196778000,,27513,nc,1976,,,CARY,Doctorate,2016,2016,11
368860,schaumburg,"international legal and business services group, llp",il,A-16053-75168,2016-03-10,Certified,H-1B,INDIA,2016-06-22,2015 s arlington heights road,SUITE 104,arlington heights,UNITED STATES OF AMERICA,vice president,vensar technology inc,26,8476212016,225,60005,il,2007,,,ROSEVILLE,Master's,2016,2016,6
33418,phoenix,"fragomen, del rey, bernsen & loewy, llp",az,A-16078-86515,2016-05-30,Certified,F-1,BANGLADESH,2016-08-08,2200 mission college blvd.,None,santa clara,UNITED STATES OF AMERICA,u.s. immigration ops manager,intel corporation,54000,4087658080,,95052,ca,1968,,,TEMPE,Master's,2016,2016,8
32751,new york,"fragomen, del rey, bernsen & loewy llp",ny,A-16129-07028,2016-07-20,Certified,H-1B,INDIA,2016-10-03,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,senior lead - immigration practice,infosys ltd.,18500,4692299400,,75024,tx,1981,,,AUSTIN,Bachelor's,2016,2016,10
354238,san francisco,cornerstone law group,ca,A-15002-38980,2015-01-15,Certified,H-1B,INDIA,2015-08-14,425 market street,12TH FLOOR,san francisco,UNITED STATES OF AMERICA,"director, human resources",xoom corporation,246,4157774800,,94105,california,2001,A,INDIA,FREMONT,Bachelor's,2015,2015,8
84594,,,,A-15012-41219,2015-01-13,Certified,H-1B,INDIA,2015-08-26,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,ROCKY HILL,Bachelor's,2015,2015,8
80159,los angeles,tafapolsky and smith llp,ca,A-16281-60132,2016-10-13,Certified,L-1,INDIA,2016-12-20,690 e. middlefield rd.,None,mountain view,UNITED STATES OF AMERICA,human resources manager,"synopsys, inc.",8138,6505845000,,94043,ca,1986,,,SANTA CLARA,Master's,2016,2016,12
6824,boston,"fragomen, del rey, bernsen and loewy, llp",ma,A-14241-02568,2014-09-19,Certified-Expired,H-1B,INDIA,2015-02-09,440 terry ave n,,seattle,UNITED STATES OF AMERICA,immigration specialist,amazon corporate llc,117300,2062661000,,98109,washington,1999,N,INDIA,SUNNYVALE,Master's,2014,2015,2
360323,san jose,law office of ning gan,ca,A-16134-09927,2016-05-23,Certified,H-1B,TAIWAN,2016-07-29,"3 twin dolphin dr., suite160",None,redwood city,UNITED STATES OF AMERICA,chief executive officer,graphsql inc.,26,8586998109,,94065,ca,2012,,,STOW,Doctorate,2016,2016,7
126807,lawrenceville,"us mantech, inc.",ga,A-16030-67311,2016-01-30,Certified,Not in USA,VIETNAM,2016-05-05,4110 continental drive,None,oakwood,UNITED STATES OF AMERICA,hr manager,wayne farms llc,9000,7705382120,,30566,ga,2000,,,BIEN HOA,High School,2016,2016,5
150710,hagatna,"baumann, kondas and xu, llc",gu,A-15071-58154,2015-03-13,Certified,H-1B,PHILIPPINES,2015-09-23,430 west soledad avenue,,hagatna,UNITED STATES OF AMERICA,manager,island home insurance company,14,6714779423,,96910,guam,1985,A,PHILIPPINES,TAMUNING,Master's,2015,2015,9
217423,alpharetta,"sikal & associates, llc",ga,A-16011-59634,2016-01-19,Certified,H-1B,INDIA,2016-05-19,5901 peachtree dunwoody rd,SUITE C-160,atlanta,UNITED STATES OF AMERICA,president,"dw practice, llc.",70,6789998200,101,30328,ga,1998,,,GEORGETOWN,Bachelor's,2016,2016,5
261201,los angeles,tafapolsky and smith llp,ca,A-15356-53847,2016-01-25,Certified,L-1,HONG KONG,2016-05-16,701 first avenue,None,sunnyvale,UNITED STATES OF AMERICA,global mobility manager,yahoo! inc.,7572,4083493300,,94089,ca,1994,,,BURBANK,Master's,2016,2016,5
99328,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-16144-13258,2016-07-21,Certified,H-1B,INDIA,2016-10-12,6100 tennyson parkway,SUITE 200,plano,UNITED STATES OF AMERICA,practice lead â global immigration,infosys ltd.,18500,4692299400,,75024,tx,1981,,,BENTONVILLE,Bachelor's,2016,2016,10
328763,,,,A-14345-33645,2014-12-12,Certified,L-1,INDIA,2015-07-16,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,TORRANCE,Master's,2014,2015,7
72,phoenix,"fragomen, del rey, bernsen & loewy, llp",az,A-15125-73417,2015-06-24,Certified-Expired,H-1B,FRANCE,2015-12-08,2200 mission college blvd.,None,santa clara,UNITED STATES OF AMERICA,u.s. immigration ops manager,intel corporation,46544,4087658080,,95052,ca,1968,,,HILLSBORO,Doctorate,2015,2015,12
184840,washington,"fragomen, del rey, bernsen & loewy llp",dc,A-14113-62996,2014-04-30,Certified,H-1B,BAHAMAS,2015-08-05,200 east north avenue,ROOM 110,baltimore,UNITED STATES OF AMERICA,human capital officer,baltimore city public school system,10000,4103968885,,21202,maryland,1821,A,BAHAMAS,BALTIMORE,Bachelor's,2014,2015,8
331204,,,,A-14134-69178,2014-05-20,Certified-Expired,H-1B,CHINA,2014-10-23,"isss, 190 hubert h. humphrey school",301 19TH AVE. SOUTH,minneapolis,UNITED STATES OF AMERICA,isss associate director,university of minnesota,18300,6126241478,,55455,minnesota,1851,A,CHINA,MINNEAPOLIS,Doctorate,2014,2014,10
207156,san francisco,berry appleman & leiden llp,ca,A-15328-43204,2015-11-30,Certified,L-1,SPAIN,2016-04-11,500 oracle parkway,None,redwood shores,UNITED STATES OF AMERICA,senior immigration specialist,"oracle america, inc.",132000,6505067000,,94065,ca,1977,,,ORLANDO,Bachelor's,2015,2016,4
37799,irvine,"fragomen, del rey, bernsen & loewy, llp",ca,A-13329-18770,2013-12-19,Certified,H-1B,CHINA,2015-06-04,5300 california avenue,,irvine,UNITED STATES OF AMERICA,immigration specialist,broadcom corporation,11200,9494508700,,92617,california,1991,N,CHINA,IRVINE,Master's,2013,2015,6
16896,jersey city,"new york technology partners, inc.",nj,A-14222-96838,2014-08-11,Certified-Expired,H-1B,INDIA,2015-01-13,111 town square place,SUITE 1236,jersey city,UNITED STATES OF AMERICA,hr manager,"new york technology partners, inc.",124,2015210300,,7310,new jersey,1997,N,INDIA,EAST NORRITON,Master's,2014,2015,1
149096,schaumburg,masuda funai eifert & mitchell ltd.,il,A-15229-09092,2015-08-31,Certified-Expired,H-1B,INDIA,2016-02-10,1001 east palm avenue,None,tampa,UNITED STATES OF AMERICA,senior director,kforce inc.,13100,8135525000,,33605,fl,1994,,,SUWANEE,Bachelor's,2015,2016,2
41335,west bloomfield,"joseph kallabat & associates, p.c.",mi,A-14134-69360,2014-05-16,Certified-Expired,H-1B,INDIA,2014-11-05,25800 northwestern highway,SUITE L60,southfield,UNITED STATES OF AMERICA,"senior manager attorney, immigration",csc covansys corporation,87000,7036413018,,48075,michigan,1985,Y,INDIA,OVERLAND PARK,Bachelor's,2014,2014,11
96961,atlanta,rampersad & parmar group,ga,A-14176-81867,2014-06-30,Denied,EWI,INDIA,2015-09-08,342 east main street,,old fort,UNITED STATES OF AMERICA,president,"samir enterprises, llc",65,8284427947,,28762,north carolina,2003,A,INDIA,LEXINGTON,High School,2014,2015,9
54104,,,,A-13236-91121,2013-09-29,Certified,H-1B,INDIA,2015-04-14,1290 kifer road,SUITE # 301,sunnyvale,UNITED STATES OF AMERICA,ceo,alphavista services inc.,134,4083312181,411,94086,california,2006,Y,INDIA,NORWALK,Master's,2013,2015,4
120294,los angeles,"law offices of brian w. oh, plc.",ca,A-16165-21012,2016-06-14,Certified,F-1,SOUTH KOREA,2016-08-24,1201 s. beach blvd. suite 110,None,la habra,UNITED STATES OF AMERICA,senior pastor,the star korean church,1,7144019874,,90631,ca,1981,,,ONTARIO,Master's,2016,2016,8
367132,new york,"simin h. syed, p.c.",ny,A-16021-63734,2016-02-11,Certified,H-1B,INDIA,2016-06-01,462 seventh avenue,15TH FLOOR,new york,UNITED STATES OF AMERICA,office manager/hr director,baha industries corp. dba open systems technologies,375,2126433100,1917,10018,ny,1990,,,JERSEY CITY,Bachelor's,2016,2016,6
257989,washington,"fragomen, del rey, bernsen & loewy, llp",dc,A-15285-27573,2015-10-13,Certified-Expired,H-1B,INDIA,2016-03-25,255 fiserv dr,None,brookfield,UNITED STATES OF AMERICA,global mobility specialist,"fiserv solutions, llc.",21000,2628795564,,53045,wi,1984,,,ROCKY HILL,Bachelor's,2015,2016,3
255217,chino hills,"parikh & prasad, pc",ca,A-15156-83698,2015-06-15,Certified-Expired,H-1B,INDIA,2015-12-23,"1835 w orangewood ave,",STE 200,orange,UNITED STATES OF AMERICA,chief executive officer,mlogica inc,9,7146302500,4226,92868,ca,2004,,,IRVINE,Bachelor's,2015,2015,12
142396,cleveland,svetlana schreiber & associates,oh,A-15327-42561,2015-11-23,Certified,,MEXICO,2016-04-08,9009 huron-avery rd.,None,huron,UNITED STATES OF AMERICA,coo,the chef's garden inc.,150,4194334947,120,44839,oh,1998,,,SAN FELIPE,High School,2015,2016,4
81262,san francisco,"fragomen, del rey, bernsen & loewy, llp",ca,A-15063-55852,2015-03-06,Certified,H-1B,INDIA,2015-09-23,2500 corporate exchange drive,3RD FLOOR,columbus,UNITED STATES OF AMERICA,immigration supervisor,"information control company, llc",518,6145233070,,43231,ohio,2013,Y,INDIA,WESTERVILLE,Bachelor's,2015,2015,9
210920,dallas,"ramirez & associates, p.c.",tx,A-12169-72822,2012-06-28,Denied,H-1B,MEXICO,2015-05-20,3807 ross ave.,,dallas,UNITED STATES OF AMERICA,disd-strategic recruitment manager,dallas independent school district,21000,9729254244,,75204,texas,1947,A,MEXICO,LEWISVILLE,Bachelor's,,2015,5
9139,matawan,"fragomen, del rey, bernsen & loewy, llp",nj,A-14114-63347,2014-05-07,Certified-Expired,TN,CANADA,2014-10-14,25 algonquin rd.,,des plaines,UNITED STATES OF AMERICA,hrs operations specialist,uop llc,2900,8473912003,,60016,illinois,1914,Y,KENYA,PROSPECT HEIGHTS,Doctorate,2014,2014,10
274215,atlanta,"nelson mullins riley & scarborough, llp",ga,A-15328-43444,2015-12-02,Denied,H-1B,SOUTH KOREA,2016-09-26,100 sonata drive,None,enterprise,UNITED STATES OF AMERICA,hr senior manager,"hwaseung automotive america holdings, inc.",351,3343484003,,36330,al,2003,,,ENTERPRISE,Bachelor's,2015,2016,9
206016,albany,whiteman osterman & hanna llp,ny,A-16195-32113,2016-08-08,Certified,H-1B,INDIA,2016-11-01,3495 winton place,"BUILIDING E, SUITE 4",rochester,UNITED STATES OF AMERICA,vice president of business development,mindex technologies inc.,180,5854243590,,14623,ny,1994,,,WEBSTER,Bachelor's,2016,2016,11
329005,,,,A-15133-76234,2015-05-13,Certified-Expired,H-1B,INDIA,2015-11-30,5151 state university drive,None,los angeles,UNITED STATES OF AMERICA,"director, international office","california state university, los angeles",2200,3233433170,,90032,ca,1947,,,PASADENA,Doctorate,2015,2015,11
188610,new york,"fragomen, del rey, bernsen & loewy, llp",ny,A-15176-91454,2015-09-01,Certified-Expired,H-1B,CANADA,2016-02-17,731 lexington ave.,None,new york,UNITED STATES OF AMERICA,human resources representative,bloomberg l.p.,15000,2123182000,,10022,ny,1981,,,NEW YORK,Doctorate,2015,2016,2
76171,new york,epstein becker & green pc,ny,A-16210-36885,2016-07-28,Certified,H-1B,SOUTH AFRICA,2016-10-20,985 university avenue,Suite 5,los gatos,UNITED STATES OF AMERICA,human resources manager,sciforma corporation,31,8005339876,,95032,ca,2002,,,LOS GATOS,Bachelor's,2016,2016,10
60984,stow,"roderick r. jaballas co., lpa",oh,A-16132-08623,2016-05-17,Certified,H-1B,INDIA,2016-12-23,600 william northern blvd,None,tullahoma,UNITED STATES OF AMERICA,vp - general manager,jacobs technology inc,70000,9314556400,,37388,tn,1947,,,CARY,Master's,2016,2016,12
175341,nashville,"baker, donelson, bearman, caldwell & berkowitz, pc",tn,A-16097-93469,2016-05-11,Certified,H-1B,INDIA,2016-08-04,7101 executive center drive,SUITE 333,brentwood,UNITED STATES OF AMERICA,corporate hr supervisor,ozburn-hessey logistics,10000,6154016400,,37027,tn,1951,,,FRANKLIN,Master's,2016,2016,8
91650,,,,A-13301-06294,2013-10-30,Certified-Expired,H-1B,INDIA,2015-04-01,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,A,INDIA,IRVING,Bachelor's,2013,2015,4
168059,addison,"fragomen partners, llp",tx,A-14125-66392,2014-05-07,Certified-Expired,L-1,UKRAINE,2014-10-17,6000 connection drive,,irving,UNITED STATES OF AMERICA,hr operations support,nokia solutions and networks us llc,2789,2145198633,,75039,texas,2007,A,UKRAINE,DALLAS,Master's,2014,2014,10
250687,,,,A-13315-13580,2013-11-11,Certified-Expired,H-1B,INDIA,2015-03-30,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,A,INDIA,DUNWOODY,Bachelor's,2013,2015,3
285129,san mateo,the alagiri immigration law firm,ca,A-14253-05678,2014-09-29,Certified-Expired,H-1B,INDIA,2015-11-20,899 arguello steet,Suite A,redwood city,UNITED STATES OF AMERICA,"vice president, engineering",etheric networks,13,6503994200,,94063,ca,2003,,,BELMONT,Master's,2014,2015,11
288792,atlanta,"fragomen, del rey, bernsen & loewy, llp",ga,A-14153-74019,2014-10-17,Certified,H-1B,ITALY,2015-05-29,7300 reinhardt circle,,waleska,UNITED STATES OF AMERICA,vp & dean for academic affairs,reinhardt university,250,7707205600,,30183,georgia,1883,A,ITALY,WOODSTOCK,Doctorate,2014,2015,5
253938,,,,A-14344-33015,2014-12-11,Certified,H-1B,INDIA,2015-07-16,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,35000,2012909573,,77845,texas,1994,A,INDIA,CENTENNIAL,Bachelor's,2014,2015,7
316710,santa clara,the chugh firm,ca,A-14303-21183,2014-11-11,Certified,H-1B,INDIA,2015-05-18,460 park avenue south,SUITE 1101,new york,UNITED STATES OF AMERICA,hr manager,mphasis corporation,2142,2126866655,,10016,new york,1998,A,INDIA,TAMPA,Master's,2014,2015,5
229707,chicago,"fragomen, del rey, bernsen & loewy, llp",il,A-14114-63537,2014-05-12,Certified-Expired,H-1B,INDIA,2014-10-16,3333 beverly road,,hoffman estates,UNITED STATES OF AMERICA,hr specialist,sears holdings management corporation,6222,8472862500,,60179,illinois,2005,A,INDIA,HOFFMAN ESTATES,Bachelor's,2014,2014,10
337948,,,,A-16174-24497,2016-06-14,Denied,,SPAIN,2016-08-26,918 south green bay road,None,waukegan,UNITED STATES OF AMERICA,executive assistant,emeric facility services,54,8476236912,,60085,il,,,,SAN ESTEBAN,Bachelor's,2016,2016,8
136430,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-16232-44363,2016-09-09,Certified,,CHINA,2016-11-16,1050 page mill road,None,palo alto,UNITED STATES OF AMERICA,general counsel,"machine zone, inc",768,6509801800,,94304,ca,2008,,,REDWOOD CITY,Master's,2016,2016,11
22740,san francisco,mccown & evans llp,ca,A-15113-70030,2015-05-04,Certified-Expired,H-1B,INDIA,2015-11-18,221 main street,SUITE 300,san francisco,UNITED STATES OF AMERICA,general counsel,prosper marketplace,240,4155935400,,94105,ca,2005,,,SAN MATEO,Master's,2015,2015,11
28621,santa clara,"fragomen, del rey, bernsen & loewy, llp",ca,A-16259-53206,2016-09-15,Certified,H-1B,CHINA,2016-12-01,170 west tasman drive,MAIL STOP: SJC 05/1/4,san jose,UNITED STATES OF AMERICA,americas relocation manager,"cisco systems, inc.",71833,4085264000,,95134,ca,1984,,,UNION CITY,Master's,2016,2016,12
124403,san jose,law office of alison yew,ca,A-15022-44844,2015-03-23,Certified,H-1B,TAIWAN,2015-09-21,249 w jackson st #376,,hayward,UNITED STATES OF AMERICA,ceo,ccs design inc.,135,5108881666,,94544,california,2012,Y,TAIWAN,HAYWARD,Master's,2015,2015,9
49623,atlanta,rampersad and parmar group,ga,A-16246-49286,2016-09-14,Certified,,PAKISTAN,2016-11-23,4595 lawrenceville hwy,None,decatur,UNITED STATES OF AMERICA,director,"jamil investments, inc",4,7702705666,,30033,ga,1994,,,BURNABY,Bachelor's,2016,2016,11
172362,new york city,fragomen del rey bernsen & loewy llp,ny,A-15210-03206,2015-07-29,Certified-Expired,H-1B,INDIA,2016-02-05,1333 broadway,None,new york city,UNITED STATES OF AMERICA,director product management phit,activehealth management,49000,2126518200,,10018,ny,1998,,,LAWRENCEVILLE,Bachelor's,2015,2016,2
283972,boston,mintz levin cohn ferris glovsky and popeo,ma,A-15104-66886,2015-05-12,Certified-Expired,H-1B,TAIWAN,2015-11-19,40 fulton street,15th Floor,new york,UNITED STATES OF AMERICA,ceo,articulate communications,11,2122550080,,10038,ny,2002,,,NEW YORK,Master's,2015,2015,11
82878,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-15055-53342,2015-03-20,Certified,H-1B,MEXICO,2015-09-21,440 terry ave n,,seattle,UNITED STATES OF AMERICA,immigration specialist,amazon corporate llc,117300,2062661000,,98109,washington,1999,Y,MEXICO,HERNDON,Bachelor's,2015,2015,9
20628,,,,A-13322-16321,2013-11-20,Certified-Expired,L-1,INDIA,2015-04-08,211 quality circle,,college station,UNITED STATES OF AMERICA,immigration specialist,cognizant technology solutions us corporation,29000,2012909573,,77845,texas,1994,A,INDIA,ATLANTA,Bachelor's,2013,2015,4
17065,,,,A-16285-60373,2016-10-17,Certified,H-1B,INDIA,2016-12-21,4950 dunham drive,None,reading,UNITED STATES OF AMERICA,president,"sure tech services, inc.",42,6103709587,,19606,pa,1999,,,FREMONT,Bachelor's,2016,2016,12
30066,raleigh,"ogletree, deakins, nash, smoak & stewart, p.c.",nc,A-16060-77849,2016-03-21,Certified,H-1B,INDIA,2016-07-01,one discovery place,None,silver spring,UNITED STATES OF AMERICA,global mobility consultant,"discovery communications, llc",4600,2406625562,,20910,md,1985,,,COLLEGE  PARK,Bachelor's,2016,2016,7
6697,new york,barst mukamal & kleiner llp,ny,A-16042-72311,2016-02-17,Certified,H-1B,INDIA,2016-06-10,1390 timberlake manor parkway,None,chesterfield,UNITED STATES OF AMERICA,regional immigration & relocations manager,amdocs inc.,4008,3142127188,,63017,mo,1984,,,HERNDON,Master's,2016,2016,6
263929,new york,"fragomen del rey bernsen & loewy, llp",ny,A-15100-65841,2015-04-23,Withdrawn,H-1B,INDIA,2015-04-28,1700 market street,,philadelphia,UNITED STATES OF AMERICA,"lead specialist,hr, deloitte services lp, as agent",deloitte consulting llp,19000,2148401464,,19103,pennsylvania,1996,N,INDIA,SANFORD,Bachelor's,2015,2015,4
39836,san francisco,tafapolsky and smith llp,ca,A-14335-29721,2015-03-26,Certified,H-1B,INDIA,2015-09-24,424 2nd ave w.,,seattle,UNITED STATES OF AMERICA,"manager, employee services","razorfish, llc",2500,2068168800,,98119,washington,1997,A,INDIA,WEST NEW YORK,Master's,2015,2015,9
255829,south burlington,itech us inc.,vt,A-14202-90726,2014-09-05,Certified-Expired,H-1B,INDIA,2015-01-29,20 kimball avenue,SUITE 303 NORTH,south burlington,UNITED STATES OF AMERICA,immigration coordinator,itech us inc.,361,8023831500,123,5403,vermont,2001,N,INDIA,MAHWAH,Bachelor's,2014,2015,1
339051,seattle,"anu attorney professional law group, pllc",wa,A-14280-13889,2015-02-11,Certified,,INDIA,2015-09-01,31st water st.,,ashland,UNITED STATES OF AMERICA,owner,taj indian restaurant,7,5414885900,,97520,oregon,2014,A,INDIA,VILL SEEMBLA,High School,2015,2015,9
315502,washington,"wasserman, mancini & chang, p.c.",dc,A-14168-78966,2014-07-14,Certified,A1/A2,ALBANIA,2015-09-25,"1700 pennsylvania avenue, nw",#900,washington,UNITED STATES OF AMERICA,head of household,james v. kimsey,4,2027850400,,20006,district of columbia,2002,A,ALBANIA,ROCKVILLE,High School,2014,2015,9
74665,fremont,,ca,A-13256-96468,2013-09-13,Certified,H-1B,INDIA,2015-04-27,12801 worldgate drive,SUITE 500,herndon,UNITED STATES OF AMERICA,president,"ken systems, inc",20,7035798098,,20170,virginia,2006,A,INDIA,DUBLIN,Master's,2013,2015,4
252641,boston,"fragomen, del rey, bernsen & loewy, llp",ma,A-15036-48416,2015-03-13,Certified,H-1B,INDIA,2015-09-18,330 potrero avenue,,sunnyvale,UNITED STATES OF AMERICA,senior executive - isg,hcl america inc.,8842,4087330480,,94085,california,1988,Y,INDIA,CARY,Bachelor's,2015,2015,9
59281,san francisco,berry appleman & leiden llp,ca,A-15299-32521,2015-11-18,Certified-Expired,H-1B,CANADA,2016-04-05,1 hacker way,(ALSO KNOWN AS 1601 WILLOW ROAD),menlo park,UNITED STATES OF AMERICA,global immigration manager,"facebook, inc.",7185,6505434800,,94025,ca,2004,,,SAN FRANCISCO,Master's,2015,2016,4
366173,addison,"fragomen, del rey, bersen & loewy, llp",tx,A-15281-26244,2015-11-18,Certified-Expired,H-1B,INDIA,2016-04-01,12500 ti blvd.,None,dallas,UNITED STATES OF AMERICA,immigration manager,texas instruments incorporated,31003,9729952011,,75243,tx,1930,,,DALLAS,Master's,2015,2016,4
67889,weslaco,"jones & crane, attorneys",tx,A-14175-81409,2014-07-11,Denied,H-1B,MEXICO,2015-09-30,3700 camino de verdad,,weslaco,UNITED STATES OF AMERICA,director of human resources,"woodcrafters home products, llc",442,9566478304,,78596,texas,1983,A,MEXICO,MISSION,Master's,2014,2015,9
140963,matawan,"fragomen, del rey, bernsen & loewy llp",nj,A-15198-99154,2015-08-17,Certified-Expired,L-1,MEXICO,2016-01-28,4400 alafaya trail,None,orlando,UNITED STATES OF AMERICA,immigration manager,"siemens energy, inc.",60000,4077362000,,32826,fl,1998,,,FORT PAYNE,Bachelor's,2015,2016,1
38579,alpharetta,gokare law firm,ga,A-16124-05224,2016-05-05,Certified,H-1B,INDIA,2016-08-02,1 ebix way,None,johns creek,UNITED STATES OF AMERICA,corporate vice president,"ebix, inc.",2800,6782810302,,30097,ga,1976,,,PASADENA,Bachelor's,2016,2016,8
80505,austin,"paul parsons, pc",tx,A-15245-14271,2015-09-03,Certified-Expired,H-1B,INDIA,2016-03-07,1122 s. capital of texas highway,STE. 150,austin,UNITED STATES OF AMERICA,hr director,reddwerks corporation,109,5125976843,,78746,tx,2001,,,AUSTIN,Bachelor's,2015,2016,3
